p_rel,T_0,target,exp_a,exp_b,exp_c,exp_d,exp_e,exp_f,exp_g,exp_h,exp_i,exp_j,exp_k,exp_l,exp_m,exp_n
1.4244,60.4,0.06271,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4244,66.3,0.06058,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4245,70.5,0.05906,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4242,73.2,0.05858,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.4249,76.9,0.05739,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7099,28.7,0.07727,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7096,37.5,0.07243,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7094,39.0,0.07185,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7097,40.3,0.07080,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7099,41.6,0.07016,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7100,42.1,0.06961,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7094,58.0,0.06743,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7095,72.1,0.06151,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7086,78.4,0.05999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7079,83.5,0.05893,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7081,87.3,0.05828,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.7079,91.6,0.05754,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2863,21.4,0.09061,1,0,0,0,0,0,0,0,0,0,0,0,0,0
